"RESPNUM","CCGID","TERM","STRATA","ATYPE","AIRLINE","DEST","GATENUM","INTDATE","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3A","Q4A","Q4B","Q4C","Q5","Q5AVG","SAQ","Q6A","Q6B","Q6C","Q6D","Q6E","Q6F","Q6G","Q6H","Q6I","Q6J","Q6K","Q6L","Q6M","Q6N","Q7COM1","Q7COM2","Q7COM3","Q7A1","Q7A2","Q7A3","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q8COM1","Q8COM2","Q8COM3","Q9","Q9APOS1","Q9APOS2","Q9APOS3","Q9ANEG1","Q9ANEG2","Q9ANEG3","Q9ANTR1","Q9ANTR2","Q9ANTR3","Q10","Q11","Q11A1","Q11A2","Q11A3","Q12","Q13A","Q13B","Q13_COM","Q13COM1","Q13COM2","Q13COM3","Q14","Q14A","Q14A1","Q14A2","Q14A3","Q15","SFFLAG","COUNTRY","Q17","AGE","Q18","Q19","INC","MAIL","LANG","DESTMARK","DESTINATION","DESTGEO","WEIGHT","Location 1"
"3,468","2,645","3","2","1","8","2","67","5","2","2","8",,,,,"9","11",,,,,"9","1","1","2","1","1","1","6","3","3","5","5","6","6","6","5","6","5","6","5","5","6",,,,,,"5","6","5","5","5","5",,,,"5",,,,,,,,,,"1","5","7","5",,"7","5","5",,,,,"2",,,,,"2","4","62","5","49.5","2","0",,"1","1","4","NEW YORK-JFK","2","1.592296",
"3,469","2,646","3","2","1","8","2","67","5","2","1","8",,,,,"9","11",,,,,"9","2","2","2","3","4.5","1","3","3","3","5","5","5","6","6","5","6","5","6","5","4",,,,,,,"5","6","5","5","6","5",,,,"5",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"2","4","62","4","39.5","1","3","125,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,470","3,470","3","2","1","8","2","67","5","2","1","8",,,,,"4","11",,,,,"9","2","1","2","2","2","2","3","4","2","3","2","3","6","6","5","6","6","6","6","3","6","7",,,,,"3","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","4","39.5","1","4","175,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,471","2,648","3","2","1","8","2","67","5","2","3","8",,,,,"5","11",,,,,"9","2","1","1","3","4.5","2","0","0","0","0","0","0","0","0","0","0","5","0","0","4",,,,,,,"4","0","5","0","4","4",,,,"5",,,,,,,,,,"2",,,,,"12","5","0",,,,,"2",,,,,"2","4","62","7","75","1","1","25,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,472","2,649","3","2","1","8","2","67","5","1","2","8",,,,,"3","11",,,,,"9","1","1","0","1","1","2","3","3","3","3","5","5","6","6","0","0","0","0","0","3","31","77",,,,,"4","6","6","6","6","4",,,,"4","1",,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","2","5","49.5","2","0",,"1","1","4","NEW YORK-JFK","2","1.592296",
"3,473","2,650","3","2","1","8","2","67","5","2","2","8",,,,,"2","11",,,,,"9","1","1","1","3","4.5","2","4","4","4","4","3","4","3","3","4","4","3","3","3","4",,,,,,,"4","4","4","5","5","5",,,,"4",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"1","10","62","6","59.5","1","3","125,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,474","2,651","3","2","1","8","2","67","5","2","2","8",,,,,"2","11",,,,,"9","1","2","1","2","2","2","3","2","3","3","3","3","3","3","4","3","4","3","4","3","5",,,,,,"4","4","4","4","3","2","3",,,"3",,,,,,,"8","16",,"2",,,,,"1","4","0",,,,,"2",,,,,"1","10","62","5","49.5","2","3","125,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,475","2,652","3","2","1","8","2","67","5","1","2","8",,,,,"3","11",,,,,"9","1","1","0","1","1","2","4","4","4","5","5","0","4","4","0","0","0","0","0","4","31",,,,,,"3","3","0","0","5","5",,,,"5","1",,,,,,,,,"2",,,,,"11","4","4",,,,,"0",,,,,"3","4","2","1","15","2","0",,"1","1","4","NEW YORK-JFK","2","1.592296",
"3,476","2,653","3","2","1","8","2","67","5","2","1","8",,,,,"4","11",,,,,"9","2","2","2","3","4.5","2","6","6","3","3","3","3","6","6","6","6","6","6","6","3",,,,,,,"3","6","6","6","6","4",,,,"3",,,,,,,,,,"2",,,,,"5","3","5",,,,,"2",,,,,"2","4","62","3","29.5","1","0",,"1","1","4","NEW YORK-JFK","2","1.592296",
"3,477","2,654","3","2","1","8","2","67","5","2","1","8",,,,,"8","11",,,,,"9","2","1","2","4","9.5","2","4","1","1","3","3","3","6","6","6","6","6","6","2","3","5","6",,,,,"3","6","6","4","3","3",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"1",,"17",,,"2","4","62","5","49.5","1","4","175,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,478","2,655","3","2","1","8","2","67","5","2","1","8",,,,,"4","11",,,,,"9","2","2","2","3","4.5","2","6","4","6","4","6","4","6","6","6","6","6","6","6","5",,,,,,,"5","5","5","5","5","5",,,,"5","1",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,479","2,656","3","2","1","8","2","67","5","2","4","8",,,,,"9","11",,,,,"9","2","1","1","1","1","2","6","3","3","3","3","3","6","6","4","6","5","6","4","4",,,,,,,"4","6","5","4","6","4",,,,"5",,,,,,,,,,"2",,,,,"7","3","3",,,,,"2",,,,,"2","4","62","6","59.5","2","3","125,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,480","2,657","3","2","1","8","2","67","5","2","1","8",,,,,"5","11",,,,,"9","2","1","2","4","9.5","2","5","4","4","4","4","4","4","4","6","6","4","6","6","4",,,,,,,"5","6","5","6","6","3",,,,"5",,,,,,,,,,"1","4","8",,,"5","5","5",,,,,"2",,,,,"2","4","62","4","39.5","1","3","125,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,481","2,658","3","2","1","8","2","67","5","2","1","8",,,,,"7","11",,,,,"9","1","2","2","3","4.5","2","6","3","2","3","3","3","6","6","3","3","6","6","3","3","6","7","8",,,,"4","6","6","3","4","3",,,,"3",,,,,,,"5",,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","3","29.5","2","4","175,000","1","1","4","NEW YORK-JFK","2","1.592296",
"3,482","2,620","1","2","1","11","2","35","7","2","1","8",,,,,"9","11",,,,,"9","2","2","2","1","1","1","3","6","3","4","4","4","6","6","1","6","4","6","4","0","50","34",,,,,"4","6","4","4","3","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"1",,"16",,,"2","4","62","6","59.5","1","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,483","2,621","1","2","1","11","2","35","7","2","3","8",,,,,"5","11",,,,,"9","2","2","1","3","4.5","1","6","4","3","5","5","5","6","6","4","6","5","6","6","4","6",,,,,,"3","6","4","6","4","2","13",,,"5",,,,,,,,,,"1","4","5","8",,"1","5","5",,,,,"2",,,,,"0","4","62","6","59.5","1","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,484","2,622","1","2","1","11","2","35","7","2","3","8",,,,,"6","11",,,,,"9","2","2","2","3","4.5","1","5","1","6","4","4","3","6","6","4","4","6","6","6","4","1","7","40",,,,"4","4","6","6","3","5",,,,"5",,,,,,,,,,"2",,,,,"9","5","5",,"9",,,"2",,,,,"1","15","62","6","59.5","2","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"3,485","2,623","1","2","1","11","2","35","7","2","6","8",,,,,"2","11",,,,,"9","2","1","1","3","4.5","1","3","1","3","5","5","4","6","6","5","2","6","6","6","4","1","10","50",,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","5","49.5","1","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,486","2,624","1","2","1","11","2","35","7","2","3","8",,,,,"1","11",,,,,"4","2","2","1","3","4.5","2","6","3","6","4","4","4","6","6","4","6","6","6","6","4",,,,,,,"3","6","6","6","3","4",,,,"5",,,,,,,,,,"2",,,,,"1","3","4",,,,,"2",,,,,"1","10","62","3","29.5","1","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,487","2,625","1","2","1","11","2","35","7","2","3","8",,,,,"1","11",,,,,"4","2","2","1","3","4.5","2","3","2","2","4","3","4","3","3","5","6","3","6","6","3","5","31",,,,,"3","6","4","6","4","5",,,,"5",,,,,,,,,,"0",,,,,"1","5","5",,,,,"1",,"20","17","16","1","10","62","3","29.5","2","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,488","2,626","1","2","1","11","2","35","7","2","6","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","2","6","0","3","4","4","2","6","6","3","6","5","6","5","3","38","31","55",,,,"3","6","4","5","3","3",,,,"2",,,,"10","9",,,,,"2",,,,,"5","5","4",,,,,"1",,"20","16","6","1","1","62","3","29.5","1","3","125,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,489","2,627","1","2","1","11","2","35","7","2","1","8",,,,,"2","11",,,,,"9","1","1","1","1","1","2","2","2","3","2","3","3","4","4","5","5","6","6","4","2","31","30",,,,,"2","3","3","3","2","2",,,,"4",,,,,,,,,,"2",,,,,"7","3","3",,,,,"2",,,,,"2","4","62","6","59.5","2","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,490","2,628","1","2","1","11","2","35","7","2","3","8",,,,,"2","11",,,,,"9","0","2","0","1","1","2","4","3","2","5","5","4","6","6","4","6","6","6","6","4","31","30",,,,,"5","6","6","6","4","4",,,,"5",,,,,,,,,,"1","5","5",,,"5","5","5",,"1",,,"1",,"16",,,"2","4","6","4","39.5","2","1","25,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,491","2,629","1","2","1","11","2","35","7","2","3","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","2","4","3","3","3","2","3","6","6","4","6","6","6","6","3","6",,,,,,"3","3","6","6","3","4",,,,"4",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"2","4","62","4","39.5","2","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"3,492","2,630","1","2","1","11","2","35","7","2","2","8",,,,,"12","11",,,,,"9","1","1","1","1","1","2","3","3","3","4","6","3","6","6","4","3","6","6","6","3","31",,,,,,"3","6","6","6","3","3",,,,"3",,,,,,,"3",,,"2",,,,,"6","3","3",,,,,"2",,,,,"1","12","62","4","39.5","1","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,493","2,631","1","2","1","11","2","35","7","2","2","8",,,,,"2","11",,,,,"9","1","0","1","1","1","2","2","3","3","3","2","3","3","3","3","6","6","6","6","3","31","6",,,,,"3","6","6","6","3","3",,,,"3",,,,,,,,,,"3",,,,,"30","4","4",,,,,"2",,,,,"2","3","62","5","49.5","2","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,494","2,632","1","2","1","11","2","35","7","2","1","8",,,,,"9","11",,,,,"9","2","2","2","2","2","2","6","3","3","3","4","4","6","6","4","4","4","3","5","4",,,,,,,"2","6","3","3","3","3",,,,"3",,,,,,,"1",,,"2",,,,,"7","4","4",,,,,"2",,,,,"2","4","62","3","29.5","1","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"3,495","2,633","1","2","1","11","2","35","7","2","2","8",,,,,"9","11",,,,,"9","1","2","1","3","4.5","2","6","2","6","4","4","4","6","6","3","6","3","6","5","3",,,,,,,"3","6","4","5","2","3",,,,"3",,,,,,,,,,"1","3",,,,"9","3","2",,,,,"2",,,,,"2","4","62","7","75","2","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,496","2,634","1","2","1","11","2","35","7","2","2","8",,,,,"2","11",,,,,"9","1","1","1","1","1","2","5","5","3","5","6","4","6","6","6","6","6","6","6","4","31",,,,,,"5","6","6","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"5","0","0",,"16",,,"2",,,,,"2","4","62","7","75","1","3","125,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,497","2,635","1","2","1","11","2","35","7","2","1","8",,,,,"4","11",,,,,"9","2","1","2","3","4.5","2","2","2","2","2","2","2","2","2","0","0","0","0","0","1","31","22",,,,,"2","0","0","6","2","2",,,,"2",,,,"10","9",,,,,"2",,,,,"5","3","4",,,,,"2",,,,,"2","4","62","7","75","1","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,498","2,636","1","2","1","11","2","35","7","2","6","8",,,,,"2","11",,,,,"9","1","0","1","2","2","2","6","3","4","4","4","4","6","6","4","0","6","6","6","0",,,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"2","5","4",,,,,"2",,,,,"1","11","62","6","59.5","2","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,499","2,637","1","2","1","11","2","35","7","2","3","8",,,,,"9","11",,,,,"9","1","2","1","1","1","2","6","2","6","4","5","5","6","6","0","0","5","0","0","3","31",,,,,,"4","6","5","3","3","6",,,,"3",,,,,,,"17",,,"2",,,,,"12","5","2",,"15",,,"2",,,,,"2","4","54","3","29.5","1","2","75,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,500","2,638","1","2","1","11","2","35","7","1","1","8",,,,,"3","11",,,,,"9","1","2","2","4","9.5","2","6","1","1","1","1","1","6","6","1","6","2","6","1","2","29","34","6",,,,"2","6","3","3","1","1",,,,"5",,,,,,,,,,"2",,,,,"11","2","1",,,,,"1",,"16",,,"3","4","62","6","59.5","1","4","175,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,501","2,639","1","2","1","11","2","35","7","2","2","8",,,,,"9","11",,,,,"9","1","1","1","3","4.5","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","31",,,,,,"3","3","3","3","3","3",,,,"3",,,,,,,"1",,,"2",,,,,"7","1","1",,"1",,,"1",,"2",,,"2","4","62","6","59.5","2","1","25,000","1","1","3","NEWARK, NJ","2","1.013018",
"3,502","2,640","1","2","1","11","2","35","7","2","1","8",,,,,"9","11",,,,,"9","1","1","1","6","36","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","31",,,,,,"5","6","5","5","3","5",,,,"5",,,,,,,,,,"0",,,,,"12","5","5",,,,,"2",,,,,"2","4","62","5","49.5","2","0",,"1","1","3","NEWARK, NJ","2","1.013018",
"3,503","1,757","3","1","1","28","1","74","4","1","3","8",,,,,"3","11",,,,,"9","2","1","2","2","2","1","3","6","4","2","6","4","6","4","6","6","6","6","6","5",,,,"55","51","77","4","6","6","6","3","4",,,,"5",,,,,,,,,,"2",,,,,"11","2","4",,,,,"2",,,,,"3","4","62","7","75","0","1","25,000","1","1","4","LOS ANGELES","1","1.592296",
"3,504","1,758","3","1","1","28","1","74","4","1","2","8",,,,,"3","11",,,,,"9","1","1","2","1","1","1","3","6","3","4","5","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","6",,,,"4",,,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","62","2","21","2","2","75,000","1","1","4","LOS ANGELES","1","1.592296",
"3,505","1,759","3","1","1","28","1","74","4","2","1","8",,,,,"1","11",,,,,"1","2","1","2","6","36","1","5","4","4","5","5","5","6","6","3","5","6","6","6","5",,,,,,,"5","5","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","5","49.5","2","3","125,000","1","1","4","LOS ANGELES","1","1.592296",
"3,506","1,760","3","1","1","28","1","74","4","1","2","8",,,,,"3","11",,,,,"9","1","1","1","3","4.5","1","3","4","4","5","5","5","5","5","6","1","5","6","6","5","51","50",,"35","95",,"5","5","5","6","5","5",,,,"5",,,,,,,,,,"1","5","5",,,"11","3","5",,,,,"2",,,,,"3","4","62","2","21","1","1","25,000","1","1","4","LOS ANGELES","1","1.592296",
"3,507","1,761","3","1","1","28","1","74","4","2","2","8",,,,,"9","11",,,,,"9","2","2","2","1","1","1","6","6","6","5","5","5","6","6","5","6","6","6","5","5",,,,,,,"5","6","6","5","6","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75,000","1","1","4","LOS ANGELES","1","1.592296",
"3,508","1,762","3","1","1","28","1","74","4","2","1","8",,,,,"2","11",,,,,"9","2","2","2","2","2","2","3","3","3","4","4","5","4","4","4","4","3","3","3","4",,,,,,,"4","4","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","10","3","29.5","2","3","125,000","1","1","4","LOS ANGELES","1","1.592296",
"3,509","1,763","3","1","1","28","1","74","4","2","1","8",,,,,"8","11",,,,,"9","1","0","0","1","1","2","4","4","3","5","3","4","5","4","4","4","6","6","6","4",,,,,,,"4","3","6","6","6","4",,,,"4","2",,,,,,,,,"2",,,,,"1","5","0",,,,,"2",,,,,"2","4","12","5","49.5","1","1","25,000","1","1","4","LOS ANGELES","1","1.592296",
"3,510","1,764","3","1","1","28","1","74","4","2","2","8",,,,,"2","11",,,,,"9","1","0","0","2","2","2","5","4","4","4","4","4","6","6","5","6","6","6","6","5",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","5","49.5","2","3","125,000","1","1","4","LOS ANGELES","1","1.592296",
"3,511","1,765","3","1","1","28","1","74","4","2","1","8",,,,,"8","11",,,,,"9","1","2","2","1","1","2","6","6","4","3","4","3","6","6","3","6","6","6","6","4",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"5","2","5",,,,,"1",,"3",,,"2","4","12","6","59.5","2","2","75,000","1","3","4","LOS ANGELES","1","1.592296",
"3,513","1,767","3","1","1","28","1","74","4","2","8",,,,,,"2","11",,,,,"9","1","2","2","1","1","2","6","6","6","4","4","4","4","4","6","6","6","6","6","4","52",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"2","4","12","5","49.5","1","1","25,000","1","3","4","LOS ANGELES","1","1.592296",
"3,514","1,768","3","1","1","28","1","74","4","2","2","8",,,,,"7","11",,,,,"9","1","0","1","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,"0","0","0","0","0","0",,,,"5",,,,,,,,,,"0",,,,,"5","4","0",,,,,"2",,,,,"0","5","0","0",,"0","0",,"1","3","4","LOS ANGELES","1","1.592296",
"3,515","1,769","3","1","1","28","1","74","4","2","1","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","4","4","5","5","5","5","4","4","5","5","5","5","5","5",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","3",,,,,"2",,,,,"0","5","0","0",,"0","0",,"1","3","4","LOS ANGELES","1","1.592296",
"3,516","1,770","3","1","1","28","1","74","4","2","1","8",,,,,"2","11",,,,,"9","1","0","0","2","2","2","2","2","3","3","3","4","3","3","3","3","1","1","1","3",,,,,,,"3","3","3","3","3","4",,,,"4",,,,,,,,,,"3",,,,,"1","3","2",,,,,"2",,,,,"2","4","12","5","49.5","1","1","25,000","1","3","4","LOS ANGELES","1","1.592296",
"3,517","1,771","3","1","1","28","1","74","4","2","1","8",,,,,"8","11",,,,,"9","1","1","1","2","2","2","0","0","4","0","5","5","0","4","4","0","0","0","0","4",,,,,,,"4","4","0","4","0","0",,,,"5",,,,,,,,,,"0",,,,,"5","0","0",,,,,"2",,,,,"2","4","12","5","49.5","0","4","175,000","1","3","4","LOS ANGELES","1","1.592296",
"3,518","1,718","3","2","1","8","2","63","4","2","3","8",,,,,"2","11",,,,,"9","3","3","2","2","2","1","6","6","5","5","6","5","6","6","5","6","6","6","6","5","25","40",,,,,"3","6","6","6","5","6",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","3","29.5","1","1","25,000","1","1","4","CHICAGO","3","1.592296",
"3,519","1,719","3","2","1","8","2","63","4","2","2","8",,,,,"7","11",,,,,"9","1","2","1","2","2","1","6","3","3","5","5","5","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","6",,,,"2",,,,,,,,,,"2",,,,,"3","5","3",,,,,"2",,,,,"1","14","62","6","59.5","2","3","125,000","1","1","4","CHICAGO","3","1.592296",
"3,520","1,720","3","2","1","8","2","63","4","2","5","8",,,,,"12","11",,,,,"9","2","1","2","5","18.5","1","5","4","4","2","4","4","3","3","4","4","5","3","4","4",,,,"51","50",,"4","3","5","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"12","4","4",,,,,"2",,,,,"1","1","62","2","21","1","1","25,000","1","1","4","CHICAGO","3","1.592296",
"3,521","1,721","3","2","1","8","2","63","4","2","1","8",,,,,"2","11",,,,,"9","1","1","2","5","18.5","1","6","4","4","4","6","2","4","4","4","4","5","4","4","4","31",,,"55","77",,"3","3","5","4","4","4",,,,"4",,,,,,,,,,"1","5","5",,,"12","4","3",,,,,"1",,"5",,,"1","1","62","4","39.5","1","3","125,000","1","1","4","CHICAGO","3","1.592296",
"3,522","1,722","3","2","1","8","2","63","4","2","3","8",,,,,"2","11",,,,,"9","2","1","2","1","1","1","6","6","5","5","5","5","6","5","5","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"1","11","62","6","59.5","2","1","25,000","1","1","4","CHICAGO","3","1.592296",
"3,523","1,723","3","2","1","8","2","63","4","2","2","8",,,,,"6","11",,,,,"9","1","2","2","1","1","1","6","6","5","5","6","6","6","6","4","6","6","6","6","4","91",,,,,,"3","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","3",,,,,"2",,,,,"2","4","62","7","75","2","2","75,000","1","1","4","CHICAGO","3","1.592296",
"3,524","1,724","3","2","1","8","2","63","4","2","1","8",,,,,"4","11",,,,,"9","1","1","1","2","2","1","6","3","2","3","6","3","6","6","3","6","6","6","6","3","9","75","31",,,,"4","6","6","4","6","6",,,,"3",,,,,,,"20",,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","4","39.5","2","4","175,000","1","1","4","CHICAGO","3","1.592296",
"3,525","1,725","3","2","1","8","2","63","4","2","2","8",,,,,"7","11",,,,,"9","1","0","0","1","1","2","3","4","6","3","3","3","6","6","6","6","6","6","0","3",,,,,,,"3","6","6","6","6","3",,,,"4","5",,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","62","7","75","2","2","75,000","1","1","4","CHICAGO","3","1.592296",
"3,526","1,726","3","2","1","8","2","63","4","2","2","8",,,,,"7","11",,,,,"9","2","2","2","1","1","2","3","3","3","1","3","3","3","3","3","3","3","3","3","3","51",,,,,,"3","3","3","3","3","3",,,,"5","4","5",,,,,,,,"2",,,,,"5","2","1",,"1",,,"1",,"4",,,"2","4","62","7","75","2","0",,"1","1","4","CHICAGO","3","1.592296",
"3,527","1,727","3","2","1","8","2","63","4","2","2","8",,,,,"8","11",,,,,"9","1","2","1","1","1","2","3","4","3","4","3","4","6","6","3","3","4","3","3","3",,,,,,,"4","3","4","3","4","4",,,,"5",,,,,,,,,,"2",,,,,"18","5","4",,,,,"2",,,,,"2","3","62","7","75","1","3","125,000","1","1","4","CHICAGO","3","1.592296",
"3,528","1,728","3","2","1","8","2","63","4","2","3","8",,,,,"9","11",,,,,"9","2","2","1","1","1","2","4","4","4","4","4","4","4","4","4","6","5","6","4","4",,,,,,,"4","6","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"9","4","4",,,,,"2",,,,,"2","4","62","6","59.5","2","2","75,000","1","1","4","CHICAGO","3","1.592296",
"3,529","1,729","3","2","1","8","2","63","4","2","3","8",,,,,"9","11",,,,,"9","2","2","1","1","1","2","4","4","4","5","3","6","6","6","2","6","4","6","3","3",,,,,,,"4","6","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"9","3","4",,,,,"2",,,,,"2","4","62","6","59.5","1","2","75,000","1","1","4","CHICAGO","3","1.592296",
"3,530","1,730","3","2","1","8","2","63","4","2","5","8",,,,,"6","11",,,,,"9","2","2","1","1","1","2","6","6","4","4","4","6","6","6","6","6","6","6","6","4",,,,,,,"3","6","6","6","6","3",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","5","49.5","2","4","175,000","1","1","4","CHICAGO","3","1.592296",
"3,531","1,731","3","2","1","8","2","63","4","2","2","8",,,,,"5","11",,,,,"9","3","2","2","1","1","2","3","2","3","3","3","2","6","6","6","6","2","6","6","3","56","51",,,,,"5","6","5","6","5","3",,,,"4",,,,,,,,,,"3",,,,,"1","2","3",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75,000","1","1","4","CHICAGO","3","1.592296",
"3,532","1,732","3","2","1","8","2","63","4","2","2","8",,,,,"5","11",,,,,"9","2","2","1","1","1","2","3","2","3","3","3","3","6","6","6","6","3","6","6","3",,,,,,,"3","6","4","6","3","3",,,,"3",,,,,,,,,,"2",,,,,"1","3","5",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75,000","1","1","4","CHICAGO","3","1.592296",
"3,533","1,733","3","2","1","8","2","63","4","2","2","8",,,,,"9","11",,,,,"9","1","2","2","1","1","2","6","6","6","3","3","3","6","6","2","6","4","6","4","3","73","39",,,,,"3","6","3","3","6","2",,,,"3",,,,,,,,,,"2",,,,,"6","3","3",,,,,"2",,,,,"2","4","21","3","29.5","2","0",,"1","1","4","CHICAGO","3","1.592296",
"3,534","1,734","3","2","1","8","2","63","4","2","2","8",,,,,"9","11",,,,,"9","1","2","2","1","1","2","6","6","6","3","3","3","6","6","2","6","4","6","4","3","73","39",,,,,"3","6","3","3","6","3",,,,"3",,,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","21","3","29.5","1","0",,"1","1","4","CHICAGO","3","1.592296",
"3,535","1,735","3","2","1","8","2","63","4","2","2","8",,,,,"8","11",,,,,"9","1","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,,,,,,"5","5","5","5","5","5",,,,"3",,,,,,,"1",,,"2",,,,,"4","5","0",,,,,"2",,,,,"1","16","62","6","59.5","2","2","75,000","1","1","4","CHICAGO","3","1.592296",
"3,536","1,736","3","2","1","8","2","63","4","2","1","8",,,,,"1","11",,,,,"4","2","1","2","4","9.5","2","3","3","3","4","3","3","6","6","4","3","6","6","6","3","31","23","6",,,,"3","3","6","6","3","3",,,,"4",,,,,,,,,,"1","3",,,,"6","4","5",,,,,"2",,,,,"1","12","62","5","49.5","1","4","175,000","1","1","4","CHICAGO","3","1.592296",
"3,537","1,737","3","1","1","8","2","64","4","2","2","8",,,,,"6","11",,,,,"9","2","2","2","2","2","1","5","6","6","4","4","3","3","3","4","6","6","6","6","5",,,,,,,"5","6","6","6","6","3",,,,"4",,,,,,,,,,"2",,,,,"4","3","4",,,,,"2",,,,,"2","4","62","4","39.5","2","3","125,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,538","1,738","3","1","1","8","2","64","4","2","2","8",,,,,"9","11",,,,,"9","1","2","1","2","2","1","5","5","6","5","5","6","6","6","4","3","6","4","4","4","34",,,,,,"5","6","5","5","5","4",,,,"5",,,,,,,,,,"2",,,,,"1","4","5",,,,,"2",,,,,"2","4","62","5","49.5","1","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
