"RESPNUM","CCGID","TERM","STRATA","ATYPE","AIRLINE","DEST","GATENUM","INTDATE","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3A","Q4A","Q4B","Q4C","Q5","Q5AVG","SAQ","Q6A","Q6B","Q6C","Q6D","Q6E","Q6F","Q6G","Q6H","Q6I","Q6J","Q6K","Q6L","Q6M","Q6N","Q7COM1","Q7COM2","Q7COM3","Q7A1","Q7A2","Q7A3","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q8COM1","Q8COM2","Q8COM3","Q9","Q9APOS1","Q9APOS2","Q9APOS3","Q9ANEG1","Q9ANEG2","Q9ANEG3","Q9ANTR1","Q9ANTR2","Q9ANTR3","Q10","Q11","Q11A1","Q11A2","Q11A3","Q12","Q13A","Q13B","Q13_COM","Q13COM1","Q13COM2","Q13COM3","Q14","Q14A","Q14A1","Q14A2","Q14A3","Q15","SFFLAG","COUNTRY","Q17","AGE","Q18","Q19","INC","MAIL","LANG","DESTMARK","DESTINATION","DESTGEO","WEIGHT","Location 1"
"403","184","1","2","1","6","1","22","2","2","2","8",,,,,"2","11",,,,,"9","1","1","2","2","2","1","6","6","2","4","5","5","6","6","5","6","6","6","6","4","6","7",,,,,"5","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"25","5","4",,,,,"2",,,,,"2","3","62","7","75","1","0",,"1","1","1","PALM SPRINGS","1","1.013018",
"404","185","1","2","1","6","1","22","2","1","8",,,,,,"3","11",,,,,"9","2","1","2","2","2","1","3","3","4","3","4","4","3","4","3","4","4","3","4","4",,,,,,,"5","4","4","4","5","4",,,,"5",,,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","3","62","6","59.5","2","4","175,000","1","1","1","PALM SPRINGS","1","1.013018",
"405","186","1","2","1","6","1","22","2","1","2","8",,,,,"3","11",,,,,"9","2","2","2","4","9.5","1","4","4","3","4","5","5","6","6","4","4","5","6","6","4",,,,,,,"4","5","4","6","4","3",,,,"5",,,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","3","62","5","49.5","1","2","75,000","1","1","1","PALM SPRINGS","1","1.013018",
"406","187","1","2","1","6","1","22","2","1","3","8",,,,,"3","11",,,,,"9","2","2","2","2","2","2","0","6","6","6","5","3","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","5",,,,"4",,,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","62","7","75","2","0",,"1","1","1","PALM SPRINGS","1","1.013018",
"407","188","1","2","1","6","1","22","2","2","3","8",,,,,"2","11",,,,,"9","1","1","1","2","2","2","4","4","4","4","4","4","4","4","5","0","0","0","0","5",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"3","5","5",,,,,"2",,,,,"2","3","62","7","75","2","3","125,000","1","1","1","PALM SPRINGS","1","1.013018",
"408","189","1","2","1","6","1","22","2","2","5","8",,,,,"1","11",,,,,"0","2","2","2","3","4.5","2","4","4","3","2","3","3","6","6","4","4","6","3","6","3",,,,,,,"3","3","3","3","3","3",,,,"4",,,,,,,,,,"2",,,,,"1","4","2",,,,,"2",,,,,"1","10","62","5","49.5","1","3","125,000","1","1","1","PALM SPRINGS","1","1.013018",
"409","190","1","2","1","6","1","22","2","1","2","8",,,,,"3","11",,,,,"9","2","1","1","3","4.5","2","3","3","3","4","4","4","3","3","0","0","0","0","0","0","20",,,,,,"5","0","0","0","4","4",,,,"5",,,,,,,,,,"0",,,,,"11","3","1",,"1",,,"2",,,,,"3","3","62","7","75","2","2","75,000","1","1","1","PALM SPRINGS","1","1.013018",
"410","191","1","2","1","6","1","22","2","1","1","8",,,,,"3","11",,,,,"9","2","2","1","2","2","2","2","2","3","2","3","3","6","6","6","6","6","6","6","2","30",,,,,,"2","6","6","6","2","2",,,,"3",,,,,,,,,,"2",,,,,"11","2","2",,,,,"2",,,,,"3","4","62","6","59.5","1","3","125,000","1","1","1","PALM SPRINGS","1","1.013018",
"411","395","2","2","3","13","3","95","2","2","1","8",,,,,"4","11",,,,,"9","1","1","1","2","2","1","4","4","3","5","5","5","4","4","5","6","6","6","6","4","40",,,,,,"5","6","6","6","5","4",,,,"5","5",,,,,,,,,"2",,,,,"23","5","4",,,,,"2",,,,,"4","3","62","4","39.5","1","2","75,000","1","1","3","DUBAI","7","0.636476",
"412","396","2","2","3","13","3","95","2","2","2","8",,,,,"9","11",,,,,"9","1","2","2","1","1","1","3","6","4","5","5","4","3","6","5","5","5","4","5","4","50","39",,,,,"4","6","4","3","6","4",,,,"5","5",,,,,,,,,"2",,,,,"14","5","4",,,,,"1",,"5",,,"4","3","62","3","29.5","1","2","75,000","1","1","3","DUBAI","7","0.636476",
"413","397","2","2","3","13","3","95","2","2","1","8",,,,,"4","11",,,,,"9","1","2","1","3","4.5","1","4","2","2","2","5","2","6","6","6","6","6","6","6","3",,,,"6","55","7","5","6","6","6","5","5",,,,"5",,,,,,,,,,"3",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","7","75","1","1","25,000","1","1","3","DUBAI","7","0.636476",
"414","398","2","2","3","13","3","95","2","2","1","8",,,,,"4","11",,,,,"9","1","2","1","2","2","2","6","4","6","4","4","4","4","4","4","4","6","4","6","4","28","77",,,,,"5","6","6","6","4","3",,,,"3",,,,,,,"19",,,"1","3",,,,"7","5","5",,,,,"2",,,,,"2","4","24","3","29.5","1","4","175,000","1","1","3","DUBAI","7","0.636476",
"415","399","2","2","3","13","3","95","2","2","2","8",,,,,"4","11",,,,,"9","1","0","1","1","1","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"3",,,,,"8","4","4",,,,,"2",,,,,"1","17","62","4","39.5","1","4","175,000","1","1","3","DUBAI","7","0.636476",
"416","400","2","2","3","13","3","95","2","2","3","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","2","4","4","3","4","5","5","4","4","4","4","5","4","4","4","73",,,,,,"5","4","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"2","4","51","6","59.5","1","3","125,000","1","1","3","DUBAI","7","0.636476",
"417","401","2","2","3","13","3","95","2","1","11",,,,,,"3","11",,,,,"9","2","2","2","1","1","2","0","0","0","5","5","5","0","0","6","6","6","6","6","5",,,,,,,"5","0","0","0","0","0",,,,"5",,,,,,,,,,"3",,,,,"11","5","0",,,,,"2",,,,,"3","4","24","3","29.5","1","1","25,000","1","1","3","DUBAI","7","0.636476",
"418","402","2","2","3","13","3","95","2","2","1","8",,,,,"6","11",,,,,"9","1","2","2","1","1","2","6","6","6","4","4","4","4","4","0","0","0","0","0","4",,,,,,,"5","6","6","6","6","4",,,,"3",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","24","3","29.5","1","0",,"1","1","3","DUBAI","7","0.636476",
"419","403","2","2","3","13","3","95","2","2","2","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","4","6","6","5","5","4","4","4","5","4","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"5","6",,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","24","4","39.5","2","0",,"1","1","3","DUBAI","7","0.636476",
"420","404","2","2","3","13","3","95","2","2","1","8",,,,,"4","11",,,,,"9","1","2","2","2","2","2","3","2","3","5","5","4","6","6","6","6","6","6","6","4",,,,"6",,,"4","6","6","6","6","6",,,,"5","5",,,,,,,,,"1","5","6",,,"7","5","5",,,,,"2",,,,,"1","13","62","3","29.5","1","1","25,000","1","1","3","DUBAI","7","0.636476",
"421","405","2","2","3","13","3","95","2","2","1","8",,,,,"4","11",,,,,"9","0","0","1","1","1","2","4","3","3","5","5","4","4","4","4","4","4","6","6","4","6",,,,,,"5","6","5","6","4","4",,,,"5","5",,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","24","3","29.5","1","1","25,000","1","1","3","DUBAI","7","0.636476",
"422","406","2","2","3","13","3","95","2","2","4","8",,,,,"2","11",,,,,"9","1","2","2","6","36","2","4","3","3","4","4","2","6","6","4","4","6","3","6","4",,,,,,,"4","6","6","6","3","4",,,,"4",,,,,,,,,,"1","3",,,,"7","4","4",,,,,"2",,,,,"1","5","0","6","59.5","2","0",,"1","1","3","DUBAI","7","0.636476",
"423","407","2","2","3","13","3","95","2","2","2","8",,,,,"4","11",,,,,"9","0","1","1","1","1","2","6","3","3","4","3","2","6","6","0","0","0","0","0","3",,,,,,,"4","6","6","6","3","3",,,,"3",,,,,,,"8",,,"2",,,,,"5","5","5",,,,,"1",,"2",,,"2","4","26","5","49.5","2","0",,"1","1","3","DUBAI","7","0.636476",
"424","408","2","2","3","13","3","95","2","2","3","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","2","6","3","3","3","4","4","6","6","3","3","4","6","4","4","75",,,,,,"4","6","4","4","3","3",,,,"4","2",,,,,,,,,"0",,,,,"1","5","4",,,,,"2",,,,,"2","4","51","6","59.5","2","2","75,000","1","1","3","DUBAI","7","0.636476",
"425","409","2","2","3","13","3","95","2","2","3","8",,,,,"2","11",,,,,"9","1","0","0","3","4.5","2","0","0","0","4","0","4","0","0","4","4","0","0","0","4",,,,,,,"4","4","0","0","0","4",,,,"4",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"1","10","62","4","39.5","1","2","75,000","1","1","3","DUBAI","7","0.636476",
"426","410","2","2","3","13","3","95","2","2","1","8",,,,,"6","11",,,,,"9","1","0","0","3","4.5","2","6","4","3","5","5","5","5","5","5","5","6","5","5","5","9",,,,,,"5","5","6","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","4","39.5","1","2","75,000","1","1","3","DUBAI","7","0.636476",
"427","411","2","2","3","13","3","95","2","1","3","8",,,,,"3","11",,,,,"9","1","2","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,"0","0","0","0","0","0",,,,"5",,,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","3","62","5","49.5","0","1","25,000","1","1","3","DUBAI","7","0.636476",
"428","412","2","2","3","13","3","95","2","2","3","8",,,,,"2","11",,,,,"9","1","2","1","2","2","2","3","3","3","4","5","4","3","3","4","5","6","6","3","4",,,,,,,"4","4","6","4","5","4",,,,"4",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","4","39.5","2","3","125,000","1","1","3","DUBAI","7","0.636476",
"429","413","2","2","3","13","3","95","2","2","3","8",,,,,"6","11",,,,,"9","1","2","2","4","9.5","2","3","3","2","3","2","2","2","2","2","1","6","6","6","3",,,,,,,"4","3","6","6","2","2",,,,"3",,,,,,,,,,"2",,,,,"7","3","3",,,,,"2",,,,,"1","13","62","5","49.5","2","3","125,000","1","1","3","DUBAI","7","0.636476",
"430","414","2","2","3","13","3","95","2","2","1","2","8",,,,"4","11",,,,,"9","1","2","2","1","1","2","3","6","6","5","5","4","3","3","6","6","6","6","6","4","74",,,,,,"4","6","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"7","5","4",,,,,"2",,,,,"2","4","24","3","29.5","1","4","175,000","1","1","3","DUBAI","7","0.636476",
"431","415","2","2","3","13","3","95","2","2","1","8",,,,,"2","11",,,,,"9","1","1","1","3","4.5","2","4","3","3","3","4","4","3","3","3","3","6","6","6","3","5","34",,,,,"4","3","6","6","3","3",,,,"3",,,,,,,,,,"2",,,,,"14","3","3",,,,,"2",,,,,"4","3","62","5","49.5","1","3","125,000","1","1","3","DUBAI","7","0.636476",
"432","416","2","2","3","13","3","95","2","1","1","8",,,,,"3","11",,,,,"9","1","2","2","1","1","2","3","3","3","4","4","3","3","3","4","3","6","6","6","3",,,,,,,"4","4","6","6","3","2",,,,"4","5","8",,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","24","3","29.5","1","1","25,000","1","1","3","DUBAI","7","0.636476",
"433","417","2","2","3","13","3","95","2","2","1","8",,,,,"4","11",,,,,"9","1","0","0","1","1","2","3","4","3","5","5","5","4","3","5","5","3","4","4","5",,,,,,,"5","5","3","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"3","5","4",,,,,"2",,,,,"2","4","24","3","29.5","1","1","25,000","1","1","3","DUBAI","7","0.636476",
"434","418","2","2","3","13","3","95","2","1","1","3","8",,,,"3","11",,,,,"9","0","1","0","1","1","2","3","2","2","5","5","4","6","6","6","6","6","6","0","4","5","6","7",,,,"5","6","6","6","6","4",,,,"3",,,,,,,,,,"2",,,,,"11","6","6",,,,,"2",,,,,"3","3","62","4","39.5","2","0",,"1","1","3","DUBAI","7","0.636476",
"435","419","2","2","3","13","3","95","2","2","6","8",,,,,"6","11",,,,,"9","1","2","2","1","1","2","5","6","6","3","5","4","5","5","5","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"1","4","5",,,,,"2",,,,,"1","10","62","4","39.5","1","2","75,000","1","1","3","DUBAI","7","0.636476",
"436","420","2","2","3","13","3","95","2","2","3","8",,,,,"1","11",,,,,"2","2","2","2","2","2","2","6","4","4","3","2","2","2","2","2","2","2","2","6","3",,,,,,,"3","4","4","4","4","4",,,,"2",,,,"14",,,,,,"2",,,,,"1","3","2",,,,,"2",,,,,"1","10","62","2","21","2","0",,"1","1","3","DUBAI","7","0.636476",
"437","421","2","2","3","13","3","95","2","2","3","11","8",,,,"2","11",,,,,"9","1","1","1","1","1","2","3","0","4","4","4","4","6","6","0","0","0","0","0","4","52",,,,,,"5","6","6","6","4","5",,,,"5",,,,,,,,,,"2",,,,,"12","2","4",,,,,"2",,,,,"2","4","24","7","75","1","0",,"1","1","3","DUBAI","7","0.636476",
"438","192","1","2","1","25","1","25","2","2","2","8",,,,,"2","11",,,,,"9","1","1","2","1","1","1","6","6","5","5","6","6","6","6","6","6","6","6","6","5",,,,,,,"4","6","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"5","5","2",,,,,"2",,,,,"2","3","62","4","39.5","2","2","75,000","1","1","2","SANTA ANA, C","1","1.013018",
"439","193","1","2","1","25","1","25","2","2","3","8",,,,,"2","11",,,,,"9","2","1","0","2","2","1","6","6","5","4","6","5","6","6","6","6","6","6","6","0","51",,,,,,"5","6","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","3","62","6","59.5","2","2","75,000","1","1","2","SANTA ANA, C","1","1.013018",
"440","194","1","2","1","25","1","25","2","2","2","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","1","4","6","2","2","4","4","6","6","6","6","6","6","6","3",,,,"5","20","51","5","6","4","2","3","2",,,,"4",,,,,,,,,,"2",,,,,"3","1","1",,,,,"1",,"5",,,"2","3","62","2","21","1","1","25,000","1","1","2","SANTA ANA, C","1","1.013018",
"441","195","1","2","1","25","1","25","2","2","1","8",,,,,"9","11",,,,,"9","0","0","0","2","2","1","2","4","2","4","4","3","6","6","6","6","5","6","4","3","5",,,,,,"5","6","4","4","6","5",,,,"5",,,,,,,,,,"2",,,,,"3","5","3",,,,,"2",,,,,"0","3","62","3","29.5","1","1","25,000","1","1","2","SANTA ANA, C","1","1.013018",
"442","196","1","2","1","25","1","25","2","2","3","8",,,,,"4","11",,,,,"9","2","1","2","2","2","1","6","6","4","2","4","3","6","5","6","6","6","6","6","4","5",,,"51",,,"5","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"5","1","2",,,,,"2",,,,,"2","4","62","6","59.5","2","3","125,000","1","1","2","SANTA ANA, C","1","1.013018",
"443","197","1","2","1","25","1","25","2","2","3","8",,,,,"2","11",,,,,"9","1","1","0","3","4.5","2","3","3","3","3","3","3","6","6","4","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"6","5","2",,"11",,,"2",,,,,"2","3","62","6","59.5","1","2","75,000","1","1","2","SANTA ANA, C","1","1.013018",
"444","198","1","2","1","25","1","25","2","2","2","8",,,,,"2","11",,,,,"9","2","2","2","1","1","2","4","6","6","4","4","4","4","4","4","6","6","6","4","4",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"3",,,,,"5","5","5",,,,,"2",,,,,"2","3","62","3","29.5","2","1","25,000","1","1","2","SANTA ANA, C","1","1.013018",
"445","199","1","2","1","25","1","25","2","2","2","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","3","6","6","4","4","4","4","4","4","6","6","6","6","4","90",,,,,,"4","6","6","6","6","4",,,,"5","1",,,,,,,,,"2",,,,,"5","4","2",,"6",,,"2",,,,,"2","3","62","2","21","1","4","175,000","1","1","2","SANTA ANA, C","1","1.013018",
"446","200","1","2","1","25","1","25","2","2","1","2","8",,,,"2","11",,,,,"9","1","2","2","6","36","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"3","5","5",,,,,"2",,,,,"1","14","62","6","59.5","0","0",,"1","1","2","SANTA ANA, C","1","1.013018",
"447","201","1","2","1","25","1","25","2","2","6","8",,,,,"5","11",,,,,"9","1","1","1","2","2","2","5","4","4","5","5","3","4","4","0","0","5","0","0","5",,,,,,,"5","0","5","0","5","5",,,,"5",,,,,,,,,,"1","5",,,,"5","4","4",,"6",,,"2",,,,,"2","3","62","5","49.5","2","3","125,000","1","1","2","SANTA ANA, C","1","1.013018",
"448","202","1","2","1","25","1","25","2","2","3","8",,,,,"2","11",,,,,"9","2","1","2","3","4.5","2","3","3","3","4","3","2","6","6","4","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"5","1",,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","3","62","6","59.5","2","4","175,000","1","1","2","SANTA ANA, C","1","1.013018",
"449","203","1","2","1","25","1","25","2","2","2","8",,,,,"2","11",,,,,"9","2","2","2","2","2","2","4","4","4","4","4","4","4","4","4","6","3","6","6","4",,,,,,,"3","6","3","6","4","3",,,,"4","5",,,,,,,,,"2",,,,,"2","4","3",,,,,"2",,,,,"2","3","62","3","29.5","1","3","125,000","1","1","2","SANTA ANA, C","1","1.013018",
"450","204","1","2","1","29","2","28","2","2","2","8",,,,,"4","11",,,,,"9","1","2","2","1","1","1","6","6","6","4","6","3","6","6","6","6","6","6","6","4","90",,,,,,"5","6","6","6","6","5",,,,"4",,,,,,,,,,"2",,,,,"5","5","2",,,,,"2",,,,,"2","4","10","6","59.5","2","0",,"1","1","4","LAS VEGAS","1","1.013018",
"451","205","1","2","1","29","2","28","2","2","2","8",,,,,"2","11",,,,,"9","1","1","1","2","2","1","6","4","4","5","6","5","6","6","5","6","6","6","6","5","37",,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"14","5","5",,,,,"1",,"5",,,"2","4","62","3","29.5","2","1","25,000","1","1","4","LAS VEGAS","1","1.013018",
"452","206","1","2","1","29","2","28","2","2","2","8",,,,,"4","11",,,,,"9","1","1","2","1","1","1","6","6","4","4","6","4","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","6",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","60","6","59.5","1","1","25,000","1","1","4","LAS VEGAS","1","1.013018",
"453","207","1","2","1","29","2","28","2","2","2","8",,,,,"2","11",,,,,"9","2","2","2","1","1","1","6","6","6","5","6","5","6","6","5","6","6","6","6","4",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","1",,,,,"2",,,,,"2","4","62","5","49.5","1","3","125,000","1","1","4","LAS VEGAS","1","1.013018",
"454","208","1","2","1","29","2","28","2","2","5","8",,,,,"1","11",,,,,"2","2","1","2","6","36","1","5","3","3","3","4","5","3","3","4","3","6","3","6","4",,,,"91",,,"4","3","6","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"7","5","1",,,,,"0",,,,,"1","13","62","6","59.5","1","4","175,000","1","1","4","LAS VEGAS","1","1.013018",
"455","209","1","2","1","29","2","28","2","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","4","6","3","4","4","4","4","4","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","4",,,,"5",,,,,,,,,,"1","5",,,,"11","5","5",,,,,"2",,,,,"3","4","62","5","49.5","1","2","75,000","1","1","4","LAS VEGAS","1","1.013018",
"456","210","1","2","1","29","2","28","2","1","2","8",,,,,"3","11",,,,,"9","1","2","1","1","1","2","6","3","3","5","3","6","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","4",,,,"5","6",,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","62","3","29.5","2","2","75,000","1","1","4","LAS VEGAS","1","1.013018",
"457","211","1","2","1","29","2","28","2","2","1","8",,,,,"1","11",,,,,"3","2","1","1","4","9.5","2","6","3","3","4","4","4","4","4","4","4","6","4","6","4",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"7","4","1",,,,,"1",,"1",,,"1","10","62","4","39.5","1","4","175,000","1","1","4","LAS VEGAS","1","1.013018",
"458","212","1","2","1","29","2","28","2","2","2","8",,,,,"2","11",,,,,"9","1","2","2","2","2","2","3","3","3","4","3","4","4","4","6","6","6","6","6","3",,,,,,,"2","0","4","6","3","6",,,,"4",,,,,,,,,,"1","4",,,,"5","2","4",,,,,"1",,"10",,,"0","5","0","0",,"0","0",,"1","1","4","LAS VEGAS","1","1.013018",
"459","213","1","2","1","29","2","28","2","2","2","8",,,,,"5","11",,,,,"9","2","1","2","3","4.5","2","5","5","5","3","4","4","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","4","6",,,,"4",,,,,,,,,,"1","3",,,,"2","3","1",,,,,"2",,,,,"1","11","62","2","21","2","2","75,000","1","1","4","LAS VEGAS","1","1.013018",
"460","214","1","2","1","29","2","28","2","2","1","8",,,,,"2","11",,,,,"9","1","0","0","5","18.5","2","4","3","3","3","3","3","3","3","3","3","0","0","0","3",,,,,,,"3","3","0","0","0","0",,,,"3",,,,,,,,,,"0",,,,,"7","0","0",,,,,"0",,,,,"0","5","0","0",,"0","0",,"1","1","4","LAS VEGAS","1","1.013018",
"461","215","1","2","1","29","2","28","2","2","2","8",,,,,"5","11",,,,,"9","1","0","1","1","1","2","2","4","3","3","5","4","4","4","6","6","4","4","6","4","95",,,,,,"5","5","3","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"5","5","4",,,,,"1",,"8",,,"2","4","33","3","29.5","1","1","25,000","1","1","4","LAS VEGAS","1","1.013018",
"462","216","1","2","1","29","2","28","2","2","2","8",,,,,"7","11",,,,,"9","1","2","1","1","1","2","2","3","3","4","4","3","4","4","6","6","6","6","6","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"2","4","28","2","21","2","1","25,000","1","1","4","LAS VEGAS","1","1.013018",
"463","217","1","2","1","29","2","28","2","1","8",,,,,,"3","11",,,,,"9","1","2","2","6","36","2","3","4","4","3","3","3","3","3","6","6","6","6","6","3",,,,,,,"3","3","3","3","3","3",,,,"3",,,,,,,,,,"0",,,,,"11","3","3",,,,,"2",,,,,"3","4","62","6","59.5","1","2","75,000","1","1","4","LAS VEGAS","1","1.013018",
"464","218","1","2","1","29","2","28","2","2","2","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","3","6","6","5","5","5","6","6","5","6","6","6","6","4",,,,,,,"5","5","5","5","5","5",,,,"5","1","2",,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","49","4","39.5","1","4","175,000","1","1","4","LAS VEGAS","1","1.013018",
"465","219","1","2","1","29","2","28","2","2","3","8",,,,,"9","11",,,,,"9","1","1","2","4","9.5","2","3","4","4","3","3","4","4","4","0","0","0","0","4","4",,,,,,,"4","6","4","3","3","2",,,,"4",,,,,,,,,,"1","4","5",,,"5","3","3",,,,,"2",,,,,"2","4","62","5","49.5","2","1","25,000","1","1","4","LAS VEGAS","1","1.013018",
"466","220","1","2","1","29","2","28","2","2","2","8",,,,,"1","11",,,,,"3","0","0","1","3","4.5","2","4","3","4","4","4","4","6","6","4","4","2","4","6","4",,,,,,,"5","5","5","5","5","5",,,,"4",,,,,,,,,,"2",,,,,"9","5","5",,,,,"2",,,,,"1","15","62","5","49.5","1","2","75,000","1","1","4","LAS VEGAS","1","1.013018",
"467","221","1","2","1","29","2","28","2","2","1","8",,,,,"9","11",,,,,"9","1","2","1","1","1","2","2","3","3","4","4","3","4","4","4","4","5","6","3","4","71",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"6","5","0",,,,,"2",,,,,"2","4","62","3","29.5","1","1","25,000","1","1","4","LAS VEGAS","1","1.013018",
"468","222","1","2","1","29","2","28","2","2","2","8",,,,,"6","11",,,,,"9","2","2","1","1","1","2","3","3","2","3","3","6","2","6","6","6","6","6","6","3","33","54","30",,,,"4","6","6","6","3","3",,,,"4",,,,,,,,,,"1","4","6","4",,"5","3","3",,,,,"2",,,,,"2","4","62","7","75","2","0",,"1","1","4","LAS VEGAS","1","1.013018",
"469","3,226","1","1","1","29","2","27","5","2","5","8",,,,,"6","11",,,,,"9","1","0","1","2","2","2","6","3","3","3","3","3","6","6","6","6","4","6","4","4",,,,,,,"4","6","3","4","3","3",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","5","49.5","1","0",,"2","1","3","PHILADELPHIA","2","1.013018",
"470","3,227","1","1","1","29","2","27","5","2","1","8",,,,,"8","11",,,,,"9","2","2","1","1","1","2","6","4","6","3","6","3","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","1","4","175,000","2","1","3","PHILADELPHIA","2","1.013018",
"471","3,228","1","1","1","29","2","27","5","2","1","8",,,,,"6","11",,,,,"9","2","2","1","1","1","2","6","3","6","3","3","3","6","6","6","6","6","6","6","3","3",,,,,,"3","6","6","6","3","3",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","1","4","175,000","2","1","3","PHILADELPHIA","2","1.013018",
